,price,year,manufacturer,model,condition,odometer,cylinders,fuel,title_status,transmission,drive,type,paint_color,state
7515,6950,2001,chevrolet,taho,good,153000.0,8 cylinders,gas,clean,automatic,4wd,SUV,grey,ca
17050,15888,2009,cadillac,esca,like new,124500.0,8 cylinders,gas,clean,automatic,4wd,sedan,custom,il
50762,12995,2014,volkswagen,pass,excellent,53251.0,4 cylinders,diesel,clean,automatic,fwd,sedan,blue,vt
21569,10500,2010,jeep,gran,excellent,113500.0,8 cylinders,gas,clean,automatic,4wd,SUV,silver,ks
6322,16788,2018,jeep,rene,good,29619.0,4 cylinders,gas,clean,manual,4wd,other,black,ca
54541,11900,2016,chevrolet,cruz,good,34310.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,wi
6329,18288,2019,nissan,sent,good,11740.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ca
22756,10000,2011,chevrolet,silv,good,130000.0,6 cylinders,gas,clean,automatic,rwd,truck,silver,me
45537,7995,2008,ford,f150,excellent,175866.0,8 cylinders,gas,clean,automatic,rwd,pickup,grey,ri
1334,16700,2004,toyota,taco,excellent,122900.0,6 cylinders,gas,clean,manual,4wd,truck,brown,az
15125,11900,2014,kia,opti,excellent,83680.0,4 cylinders,gas,clean,automatic,fwd,sedan,custom,fl
53144,16995,2008,chevrolet,w550,excellent,203466.0,4 cylinders,diesel,clean,automatic,rwd,truck,white,wa
43009,6795,2011,chevrolet,impa,excellent,75879.0,6 cylinders,gas,clean,automatic,fwd,sedan,custom,or
46695,9995,2015,ford,taur,excellent,104112.0,6 cylinders,gas,clean,automatic,fwd,sedan,white,tn
46203,7980,2015,kia,soul,excellent,129755.0,4 cylinders,gas,clean,automatic,fwd,SUV,grey,sc
55413,14000,2013,ford,focu,like new,93000.0,4 cylinders,gas,clean,manual,fwd,hatchback,yellow,wi
35581,10990,2008,toyota,camr,good,59132.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ny
28851,9995,2015,chevrolet,equi,excellent,133552.0,4 cylinders,gas,clean,automatic,fwd,SUV,black,mo
3481,19000,2019,subaru,lega,excellent,21700.0,4 cylinders,gas,salvage,automatic,4wd,SUV,white,ca
33107,12500,2011,bmw,135i,excellent,122300.0,6 cylinders,gas,clean,automatic,rwd,coupe,blue,nj
24219,11995,2012,cadillac,srxl,excellent,125687.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,ma
26960,18600,2012,rover,evoq,excellent,107489.0,4 cylinders,gas,clean,automatic,4wd,SUV,blue,mi
15391,12500,2011,hyundai,gene,excellent,83433.0,4 cylinders,gas,clean,automatic,rwd,coupe,silver,ga
268,8700,2014,ford,focu,like new,44000.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,al
4817,6000,2011,mitsubishi,lanc,excellent,111000.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ca
53872,7495,2014,ford,focu,good,84200.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,red,wi
29706,12950,2005,toyota,tund,good,162000.0,8 cylinders,gas,salvage,automatic,4wd,truck,grey,mt
35852,7000,2011,honda,acco,excellent,160000.0,6 cylinders,gas,clean,automatic,fwd,sedan,brown,ny
6915,14990,2016,dodge,char,like new,27000.0,6 cylinders,gas,salvage,automatic,rwd,sedan,black,ca
37205,10500,2016,mitsubishi,lanc,excellent,37000.0,4 cylinders,gas,lien,automatic,4wd,sedan,white,ny
28041,11500,2006,ford,f350,good,132000.0,8 cylinders,diesel,clean,automatic,rwd,truck,white,mn
37970,10990,2009,gmc,yuko,excellent,175608.0,8 cylinders,gas,clean,automatic,4wd,SUV,black,nh
52056,6495,2012,chevrolet,crus,like new,78488.0,6 cylinders,gas,clean,automatic,fwd,sedan,blue,va
42559,6995,2009,chevrolet,trav,excellent,124408.0,6 cylinders,gas,clean,automatic,fwd,SUV,white,or
16382,9900,2009,toyota,rav4,excellent,140000.0,4 cylinders,gas,clean,automatic,4wd,SUV,blue,id
33090,12775,2015,honda,acco,excellent,88478.0,4 cylinders,gas,clean,automatic,fwd,other,blue,nj
50667,7995,2008,volkswagen,gtic,excellent,118526.0,4 cylinders,gas,clean,automatic,fwd,hatchback,grey,vt
13501,10995,2010,ford,f150,good,192953.0,8 cylinders,gas,clean,automatic,4wd,truck,black,fl
43464,7400,2011,gmc,terr,excellent,116000.0,4 cylinders,gas,clean,automatic,fwd,SUV,blue,pa
44471,15000,2000,mercedes-benz,clk4,excellent,55700.0,8 cylinders,gas,clean,automatic,rwd,convertible,black,pa
40024,14799,2013,gmc,yuko,excellent,212478.0,8 cylinders,gas,clean,automatic,4wd,SUV,black,oh
4884,6950,2014,volkswagen,jett,excellent,100000.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ca
19460,6500,2007,honda,acco,excellent,117400.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ia
38697,19900,2006,ford,must,like new,32000.0,8 cylinders,gas,clean,manual,rwd,convertible,yellow,oh
55121,12900,2014,chrysler,town,good,80394.0,6 cylinders,gas,clean,automatic,fwd,van,custom,wi
36123,7800,2018,mitsubishi,mira,like new,22338.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,ny
13883,11900,2014,nissan,alti,excellent,100728.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,fl
47866,14500,2016,dodge,gran,excellent,77000.0,6 cylinders,gas,clean,automatic,fwd,van,white,tx
46442,20995,2017,chevrolet,subu,excellent,74496.0,8 cylinders,gas,clean,automatic,4wd,SUV,silver,sd
15962,11999,2014,nissan,sent,excellent,8000.0,4 cylinders,gas,clean,manual,fwd,sedan,black,hi
6010,8500,2008,toyota,rav4,like new,134446.0,4 cylinders,gas,clean,automatic,4wd,SUV,silver,ca
23968,7000,2009,toyota,sien,excellent,142000.0,6 cylinders,gas,clean,automatic,fwd,mini-van,white,ma
38758,6999,2006,bmw,325i,excellent,124000.0,6 cylinders,gas,clean,automatic,rwd,sedan,grey,oh
48267,9850,2008,chevrolet,silv,good,175500.0,8 cylinders,gas,clean,automatic,4wd,pickup,black,tx
40283,22087,2017,subaru,fore,excellent,33380.0,4 cylinders,gas,clean,automatic,4wd,wagon,silver,oh
17775,7490,2013,ford,tran,good,139116.0,4 cylinders,gas,clean,automatic,fwd,van,white,il
6340,12888,2017,kia,fort,good,68408.0,4 cylinders,gas,clean,automatic,fwd,hatchback,white,ca
24155,14900,2002,chevrolet,c350,excellent,134000.0,8 cylinders,gas,clean,automatic,rwd,truck,white,ma
37345,15800,2011,lexus,rx35,excellent,82000.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,ny
50135,8995,1999,chevrolet,taho,good,299000.0,8 cylinders,gas,clean,automatic,4wd,SUV,white,tx
11832,9900,2012,mazda,miat,like new,121000.0,4 cylinders,gas,clean,automatic,rwd,convertible,black,fl
11861,13990,2013,ram,1500,excellent,141492.0,8 cylinders,gas,clean,automatic,rwd,pickup,white,fl
9314,21499,2019,nissan,rogu,good,39650.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,co
50569,8000,2006,bmw,750l,excellent,92000.0,8 cylinders,gas,clean,automatic,rwd,sedan,silver,ut
26511,9990,2016,audi,a3,excellent,171525.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,mi
47981,7500,2009,honda,acco,good,115000.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,tx
38297,6444,2005,ram,1500,good,110700.0,8 cylinders,gas,clean,automatic,4wd,pickup,blue,oh
44315,7495,2007,honda,crve,excellent,148000.0,4 cylinders,gas,clean,automatic,4wd,SUV,blue,pa
50239,14997,2014,toyota,rav4,like new,97200.0,4 cylinders,gas,clean,automatic,fwd,SUV,black,tx
29789,7500,2013,chevrolet,equi,good,121950.0,4 cylinders,gas,clean,automatic,4wd,wagon,blue,mt
46307,7500,2003,infiniti,g35,excellent,94500.0,6 cylinders,gas,clean,manual,rwd,coupe,silver,sc
43592,20590,2013,infiniti,gg37,good,57181.0,6 cylinders,gas,clean,other,rwd,coupe,black,pa
15075,15800,2014,rover,lr2,excellent,63090.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,fl
75,19888,2015,mercedes-benz,benz,excellent,111261.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,al
19652,7500,2007,gmc,sier,good,190001.0,8 cylinders,other,clean,automatic,4wd,pickup,white,ia
23344,7500,2011,ford,e250,good,224418.0,8 cylinders,gas,clean,automatic,rwd,van,white,md
28501,19900,2016,toyota,high,excellent,91461.0,6 cylinders,gas,clean,automatic,fwd,SUV,grey,ms
3222,13900,2009,gmc,sier,good,182439.0,8 cylinders,gas,clean,automatic,4wd,truck,white,ca
10460,15590,2010,honda,acco,good,57754.0,6 cylinders,hybrid,clean,other,fwd,coupe,black,ct
1406,8200,2003,toyota,tund,good,240198.0,6 cylinders,gas,clean,automatic,rwd,pickup,grey,az
49031,7999,2018,nissan,sent,like new,39000.0,4 cylinders,gas,salvage,automatic,fwd,sedan,silver,tx
36349,5927,2009,chevrolet,aveo,excellent,66000.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ny
5823,6488,2006,audi,a4,excellent,69238.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,ca
1414,10900,2008,ford,f150,good,201967.0,8 cylinders,gas,clean,automatic,4wd,pickup,brown,az
21594,17988,2012,chevrolet,silv,excellent,83215.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,ks
10746,5995,2000,audi,tt,excellent,117940.0,4 cylinders,gas,clean,manual,4wd,other,black,ct
1182,13949,2017,honda,acco,excellent,125000.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,az
53020,10900,2014,ford,focu,good,56800.0,4 cylinders,gas,rebuilt,manual,fwd,hatchback,red,wa
42266,5995,1999,ford,f250,good,268657.0,10 cylinders,gas,clean,automatic,4wd,pickup,brown,or
33604,9673,2011,honda,crv,excellent,133912.0,4 cylinders,gas,clean,automatic,4wd,SUV,blue,nj
34442,16500,2015,chevrolet,trav,excellent,53690.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,nm
5369,19505,2005,ford,f250,excellent,165004.0,8 cylinders,diesel,clean,automatic,4wd,truck,white,ca
38276,10450,2015,ford,taur,good,85000.0,6 cylinders,gas,clean,automatic,fwd,sedan,white,oh
15537,8995,2008,ford,f150,good,149000.0,8 cylinders,gas,clean,automatic,rwd,truck,red,ga
41132,12900,1998,gmc,sier,excellent,99325.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,ok
29242,21995,2016,ford,f150,like new,145979.0,8 cylinders,gas,clean,automatic,4wd,truck,white,mt
16887,7950,1994,lincoln,sign,like new,29000.0,8 cylinders,gas,clean,automatic,rwd,sedan,custom,il
55092,22987,2015,ford,tran,good,72813.0,6 cylinders,gas,clean,automatic,rwd,van,white,wi
4878,20000,2014,mercedes-benz,ecla,excellent,56000.0,6 cylinders,gas,clean,automatic,rwd,sedan,black,ca
15257,8995,2011,audi,a4,good,106262.0,10 cylinders,gas,clean,other,4wd,sedan,black,ga
46243,7480,2014,ford,focu,excellent,93102.0,4 cylinders,gas,clean,manual,fwd,hatchback,black,sc
7519,20990,2013,cadillac,xtsl,good,47322.0,6 cylinders,gas,clean,other,fwd,sedan,silver,ca
29384,7500,1998,chevrolet,silv,excellent,197000.0,8 cylinders,gas,clean,automatic,4wd,pickup,green,mt
48832,10495,2011,buick,encl,excellent,120817.0,6 cylinders,gas,clean,automatic,fwd,SUV,white,tx
31916,12200,2014,chevrolet,equi,excellent,127948.0,4 cylinders,gas,clean,automatic,4wd,SUV,blue,ne
13120,19999,2013,toyota,4run,excellent,129492.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,fl
25907,14120,2014,mini,coop,like new,84679.0,4 cylinders,gas,clean,automatic,fwd,coupe,grey,mi
28158,13999,2013,ford,expl,excellent,137000.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,mn
26652,19995,2016,honda,crve,like new,77000.0,4 cylinders,gas,clean,automatic,4wd,SUV,brown,mi
41774,10980,2006,chrysler,ptcr,good,69528.0,4 cylinders,gas,clean,automatic,fwd,convertible,blue,or
4181,11222,2015,honda,acco,good,130754.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ca
32837,11999,2013,chevrolet,expr,good,147257.0,8 cylinders,gas,clean,automatic,rwd,truck,white,nj
29459,7200,2012,ford,e150,good,229700.0,8 cylinders,gas,clean,automatic,rwd,van,white,mt
36279,21900,2016,volvo,xc60,excellent,64569.0,5 cylinders,gas,clean,automatic,4wd,wagon,custom,ny
35404,8995,2010,ford,esca,good,102370.0,6 cylinders,gas,clean,automatic,fwd,SUV,blue,ny
8238,20999,2014,chevrolet,silv,excellent,174664.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,ca
18081,15495,2014,toyota,rav4,excellent,145002.0,4 cylinders,gas,clean,automatic,fwd,SUV,custom,in
27548,12899,2013,subaru,outb,excellent,84000.0,4 cylinders,gas,clean,automatic,4wd,hatchback,blue,mn
36420,7750,2014,toyota,camr,good,142000.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,ny
27154,10900,1997,ford,f350,excellent,68000.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,mn
29959,15998,2013,bmw,x535,excellent,102958.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,nc
3541,9750,2011,bmw,128i,like new,80917.0,6 cylinders,gas,salvage,automatic,rwd,convertible,white,ca
29766,19995,2014,buick,encl,excellent,84154.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,mt
3131,8999,2006,toyota,camr,like new,78425.0,4 cylinders,gas,clean,automatic,fwd,coupe,blue,ca
55630,11700,2007,ford,f150,good,95000.0,8 cylinders,gas,clean,automatic,4wd,truck,silver,wi
17930,8500,2010,buick,encl,excellent,148000.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,il
39580,10000,2005,jeep,gran,excellent,118000.0,8 cylinders,gas,clean,automatic,4wd,offroad,red,oh
14170,11700,2012,toyota,priu,excellent,81749.0,4 cylinders,gas,clean,automatic,fwd,hatchback,grey,fl
261,19900,2018,nissan,rogu,excellent,66300.0,4 cylinders,gas,clean,automatic,fwd,SUV,blue,al
11056,8100,2004,ford,f350,good,114500.0,8 cylinders,gas,clean,automatic,4wd,truck,white,dc
48148,14778,2014,bmw,3ser,like new,109000.0,4 cylinders,gas,clean,automatic,rwd,sedan,white,tx
54022,17900,1998,ram,extc,good,161000.0,8 cylinders,gas,clean,automatic,4wd,truck,red,wi
4969,11800,2010,toyota,sien,good,99000.0,6 cylinders,gas,clean,automatic,fwd,mini-van,blue,ca
41569,7499,2008,audi,a4,excellent,108160.0,4 cylinders,gas,clean,manual,fwd,sedan,black,or
55048,7500,2009,honda,acco,good,113371.0,4 cylinders,gas,clean,automatic,fwd,sedan,brown,wi
41864,6995,2009,ford,esca,excellent,175172.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,or
48137,19990,2014,chrysler,town,good,52540.0,6 cylinders,other,clean,other,fwd,van,silver,tx
1632,6995,2004,ford,rang,good,167176.0,6 cylinders,gas,clean,automatic,rwd,truck,white,az
48110,8500,2001,ford,must,like new,60100.0,6 cylinders,gas,rebuilt,manual,fwd,coupe,custom,tx
48333,13950,2009,ford,f350,excellent,125065.0,10 cylinders,gas,clean,automatic,rwd,pickup,white,tx
28336,11976,2017,kia,opti,excellent,70247.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,mn
13912,10900,2007,dodge,gran,good,89000.0,6 cylinders,gas,clean,automatic,fwd,mini-van,blue,fl
27129,17300,2012,chrysler,town,good,87000.0,6 cylinders,gas,salvage,automatic,fwd,mini-van,blue,mn
52572,14500,2011,jeep,wran,good,158260.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,va
6515,7900,2013,subaru,impr,excellent,117221.0,4 cylinders,gas,clean,automatic,4wd,sedan,blue,ca
22468,6500,2004,nissan,fron,good,160000.0,4 cylinders,gas,clean,automatic,rwd,truck,red,la
24505,5900,2013,nissan,alti,excellent,159000.0,4 cylinders,gas,clean,automatic,fwd,truck,brown,ma
21345,18990,2014,bmw,3ser,good,77116.0,4 cylinders,gas,clean,automatic,4wd,sedan,black,ks
54895,11000,2011,subaru,fore,good,110866.0,4 cylinders,gas,clean,automatic,4wd,SUV,blue,wi
53449,8000,2011,chevrolet,silv,excellent,167000.0,8 cylinders,gas,clean,automatic,rwd,truck,white,wa
52276,17995,2007,ford,must,excellent,85733.0,8 cylinders,gas,clean,manual,rwd,coupe,red,va
3715,21900,2014,bmw,4ser,excellent,50745.0,4 cylinders,gas,clean,automatic,rwd,coupe,black,ca
44429,17500,2007,gmc,sier,excellent,36667.0,8 cylinders,gas,clean,automatic,4wd,pickup,grey,pa
9598,5995,2006,honda,crv,good,177826.0,4 cylinders,gas,clean,automatic,4wd,SUV,red,co
22779,14000,2004,toyota,land,good,175000.0,8 cylinders,gas,clean,automatic,4wd,SUV,blue,me
16243,7999,2016,nissan,vers,excellent,71452.0,4 cylinders,gas,clean,automatic,fwd,hatchback,silver,id
2996,16995,2011,ford,expl,excellent,115144.0,6 cylinders,gas,clean,automatic,fwd,SUV,grey,ca
17534,9999,2006,chrysler,cros,like new,52802.0,6 cylinders,gas,clean,automatic,rwd,convertible,black,il
53470,10000,2009,chevrolet,taho,good,218539.0,8 cylinders,gas,clean,automatic,4wd,SUV,grey,wa
20650,6999,2009,chevrolet,subu,excellent,197000.0,8 cylinders,gas,clean,automatic,4wd,SUV,silver,ia
24208,7500,2007,toyota,aval,excellent,118656.0,6 cylinders,gas,clean,automatic,fwd,sedan,silver,ma
25975,6999,2010,buick,luce,good,81619.0,6 cylinders,gas,clean,automatic,fwd,sedan,grey,mi
7845,18999,2013,ford,expe,excellent,94270.0,8 cylinders,gas,clean,automatic,4wd,SUV,black,ca
30395,14900,2012,lexus,is25,excellent,63700.0,6 cylinders,gas,clean,automatic,4wd,sedan,silver,nc
330,9500,2014,ford,tran,excellent,219581.0,4 cylinders,gas,clean,automatic,fwd,van,white,al
13963,14500,2011,bmw,128i,excellent,79274.0,6 cylinders,gas,clean,automatic,rwd,convertible,red,fl
55031,19900,2015,bmw,3ser,good,48535.0,4 cylinders,gas,clean,automatic,4wd,sedan,white,wi
38946,8995,2008,honda,crve,excellent,120000.0,4 cylinders,gas,clean,automatic,4wd,SUV,red,oh
6502,15998,2012,honda,odys,excellent,109139.0,6 cylinders,gas,clean,automatic,fwd,van,white,ca
22364,9950,2010,ford,e250,excellent,177000.0,8 cylinders,gas,clean,automatic,rwd,van,white,ky
16853,5950,2004,gmc,sava,good,133000.0,8 cylinders,gas,clean,automatic,rwd,truck,white,il
48416,10000,2010,honda,acco,excellent,93000.0,4 cylinders,gas,clean,automatic,fwd,coupe,blue,tx
29322,16000,2006,ford,f250,good,187000.0,8 cylinders,diesel,clean,automatic,4wd,truck,blue,mt
43371,5900,2012,chevrolet,cruz,good,94749.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,pa
41636,10999,2015,jeep,patr,excellent,88190.0,4 cylinders,gas,clean,manual,fwd,SUV,grey,or
23215,21000,2016,kia,sedo,excellent,29000.0,6 cylinders,gas,clean,automatic,fwd,mini-van,silver,md
54405,22590,2017,buick,encl,good,48262.0,6 cylinders,gas,clean,other,fwd,other,blue,wi
11010,9990,2014,dodge,jour,excellent,84167.0,6 cylinders,gas,clean,automatic,4wd,SUV,brown,dc
43521,14500,2003,ford,f550,good,123948.0,8 cylinders,diesel,clean,automatic,4wd,other,white,pa
51978,6700,2013,ford,cmax,like new,133392.0,4 cylinders,hybrid,clean,automatic,fwd,wagon,white,va
29308,6995,2010,honda,odys,like new,212704.0,6 cylinders,gas,clean,automatic,fwd,van,brown,mt
51923,5995,2015,ford,focu,excellent,85234.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,grey,va
51632,7500,2007,nissan,fron,good,267000.0,6 cylinders,gas,clean,automatic,4wd,truck,black,va
45542,11500,2015,nissan,mura,excellent,120267.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,ri
5473,20000,2002,ford,f350,excellent,173699.0,8 cylinders,diesel,clean,automatic,4wd,pickup,grey,ca
11521,9750,2001,ford,f250,excellent,126000.0,8 cylinders,diesel,clean,automatic,rwd,pickup,red,fl
29213,8600,2011,bmw,3ser,excellent,180000.0,6 cylinders,diesel,clean,automatic,rwd,sedan,grey,mt
28701,6995,2008,nissan,alti,good,127997.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,mo
7175,8750,1999,toyota,taco,good,43456.0,4 cylinders,gas,clean,automatic,fwd,pickup,white,ca
23647,8900,2006,toyota,camr,excellent,120812.0,6 cylinders,gas,clean,automatic,fwd,convertible,black,ma
34056,14999,2006,ford,f350,good,205000.0,8 cylinders,diesel,clean,automatic,4wd,truck,brown,nm
30430,19940,2016,audi,a3,excellent,35944.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,nc
512,8950,2011,honda,odys,good,164406.0,6 cylinders,gas,clean,automatic,fwd,mini-van,grey,al
10951,7450,2010,chevrolet,impa,excellent,74555.0,6 cylinders,gas,clean,automatic,fwd,other,blue,ct
25882,12999,2016,ford,esca,good,128559.0,4 cylinders,gas,clean,automatic,fwd,SUV,custom,mi
13902,7995,2011,chrysler,town,excellent,119000.0,6 cylinders,gas,clean,automatic,fwd,mini-van,blue,fl
36765,16999,2016,toyota,priu,like new,96000.0,4 cylinders,hybrid,clean,automatic,fwd,hatchback,white,ny
15258,8999,2012,infiniti,gsed,good,131070.0,10 cylinders,gas,clean,automatic,4wd,sedan,black,ga
28007,18499,2020,hyundai,elan,like new,27001.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,mn
54175,10990,2011,ford,edge,excellent,132631.0,6 cylinders,gas,clean,automatic,fwd,SUV,red,wi
6666,18000,2018,honda,hrv,excellent,32781.0,4 cylinders,gas,clean,automatic,fwd,SUV,red,ca
37294,13495,2013,ford,fusi,like new,42511.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,ny
51814,8995,2013,chevrolet,equi,excellent,117555.0,4 cylinders,gas,clean,automatic,fwd,SUV,silver,va
55316,16995,2018,ford,fusi,excellent,38101.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,wi
27392,17990,2016,gmc,acad,good,76839.0,6 cylinders,gas,clean,automatic,fwd,SUV,white,mn
19430,13495,2016,chevrolet,equi,excellent,30.0,4 cylinders,gas,rebuilt,automatic,4wd,SUV,grey,ia
11300,18995,2014,ford,f150,good,194365.0,8 cylinders,gas,clean,automatic,4wd,truck,custom,dc
28434,10888,2006,nissan,fron,good,180000.0,6 cylinders,gas,clean,automatic,4wd,truck,red,ms
33450,7273,2010,ford,flex,good,141828.0,6 cylinders,gas,clean,automatic,fwd,wagon,silver,nj
6,17500,2008,toyota,fjcr,good,201300.0,6 cylinders,gas,clean,manual,4wd,offroad,black,al
36036,13250,2012,buick,encl,excellent,105000.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,ny
2247,17995,2001,porsche,911,excellent,83776.0,6 cylinders,gas,clean,automatic,rwd,convertible,black,ar
28238,17500,2016,subaru,outb,good,66000.0,4 cylinders,gas,clean,automatic,4wd,SUV,green,mn
50957,10499,2013,subaru,outb,like new,127000.0,4 cylinders,gas,clean,automatic,4wd,wagon,red,vt
34372,6000,2012,kia,soul,excellent,107070.0,4 cylinders,gas,clean,manual,rwd,other,green,nm
47624,18950,2005,chevrolet,corv,excellent,110000.0,8 cylinders,gas,clean,automatic,rwd,coupe,yellow,tn
23176,18995,2016,ford,f150,good,113480.0,8 cylinders,gas,clean,automatic,rwd,pickup,white,md
27989,9995,2007,honda,ridg,excellent,97000.0,6 cylinders,gas,clean,automatic,4wd,pickup,silver,mn
20582,7000,2007,toyota,priu,excellent,116398.0,4 cylinders,hybrid,clean,automatic,fwd,sedan,silver,ia
1497,6750,2012,ford,fusi,excellent,120020.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,az
28476,16900,2015,kia,opti,good,82999.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ms
50842,15995,2017,subaru,fore,excellent,100762.0,4 cylinders,gas,clean,automatic,4wd,SUV,black,vt
18856,19400,2016,honda,odys,excellent,90120.0,6 cylinders,gas,clean,automatic,fwd,mini-van,black,in
2825,14900,2015,kia,opti,like new,104739.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ca
18647,8995,2004,dodge,gran,excellent,95000.0,6 cylinders,gas,clean,automatic,fwd,van,black,in
32842,17750,2016,ford,expl,excellent,99525.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,nj
42059,11995,2012,chevrolet,equi,excellent,92946.0,6 cylinders,gas,clean,automatic,fwd,SUV,grey,or
38391,8244,2005,toyota,camr,excellent,115830.0,6 cylinders,gas,clean,automatic,fwd,sedan,grey,oh
51204,10995,2019,mitsubishi,mira,like new,40741.0,4 cylinders,gas,clean,automatic,4wd,hatchback,black,vt
50216,9799,2014,mini,coop,excellent,109000.0,4 cylinders,gas,clean,manual,fwd,coupe,red,tx
41393,11000,1998,jeep,cher,excellent,135678.0,6 cylinders,gas,clean,automatic,4wd,SUV,blue,or
12481,7000,2004,infiniti,fx35,good,211000.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,fl
2235,11000,2005,chevrolet,silv,good,112000.0,8 cylinders,gas,clean,automatic,rwd,pickup,white,ar
25927,6900,2012,ford,fusi,excellent,139000.0,4 cylinders,gas,clean,automatic,fwd,coupe,black,mi
26419,15997,2018,subaru,fore,good,87168.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,mi
27864,10500,2013,volvo,xc60,good,118000.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,mn
43460,9995,2011,ford,econ,good,163400.0,8 cylinders,gas,clean,automatic,rwd,van,white,pa
30006,13500,2010,toyota,tund,good,191000.0,8 cylinders,gas,clean,automatic,4wd,truck,grey,nc
13459,13750,2010,nissan,fron,excellent,139123.0,6 cylinders,gas,clean,automatic,rwd,truck,white,fl
37015,8000,2010,chevrolet,trav,good,124000.0,6 cylinders,gas,clean,automatic,fwd,SUV,grey,ny
52891,9599,2012,subaru,impr,like new,90838.0,4 cylinders,gas,clean,automatic,4wd,sedan,black,va
18142,9650,2004,ford,f150,excellent,187000.0,8 cylinders,gas,clean,automatic,4wd,truck,grey,in
49712,8800,2008,bmw,335i,excellent,108673.0,6 cylinders,gas,clean,automatic,rwd,sedan,white,tx
40310,11990,2018,kia,soul,good,81675.0,4 cylinders,gas,clean,automatic,fwd,wagon,black,oh
30571,16500,2010,jeep,wran,excellent,67501.0,6 cylinders,gas,clean,automatic,4wd,other,silver,nc
12322,6900,2010,honda,acco,excellent,188000.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,fl
30150,7700,2011,kia,soul,like new,125000.0,4 cylinders,gas,clean,automatic,fwd,SUV,white,nc
1572,14995,2013,toyota,high,good,117097.0,4 cylinders,gas,clean,automatic,fwd,SUV,silver,az
19577,11900,2014,ford,tran,good,13922.0,4 cylinders,gas,salvage,automatic,fwd,van,black,ia
42027,14995,2016,ford,fusi,excellent,96170.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,or
11006,9995,1999,lexus,gs40,excellent,91360.0,8 cylinders,gas,clean,automatic,rwd,sedan,black,dc
41665,9980,2012,honda,civi,good,43500.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,or
38815,7495,2012,mitsubishi,outl,excellent,137000.0,4 cylinders,gas,clean,automatic,fwd,SUV,white,oh
11887,11500,2010,rover,lr4,excellent,127000.0,8 cylinders,gas,clean,automatic,4wd,SUV,green,fl
40295,19467,2019,honda,hrv,excellent,24819.0,4 cylinders,gas,clean,automatic,4wd,wagon,black,oh
53823,15995,2013,cadillac,xts,excellent,108059.0,6 cylinders,gas,clean,automatic,fwd,sedan,black,wi
