,price,year,manufacturer,model,condition,odometer,cylinders,fuel,title_status,transmission,drive,type,paint_color,state
40104,13990,2015,volkswagen,jett,good,99463.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,oh
14646,11900,2007,jeep,wran,good,143000.0,6 cylinders,gas,clean,manual,rwd,SUV,red,fl
51013,11787,2014,honda,acco,good,118111.0,4 cylinders,gas,clean,automatic,fwd,sedan,custom,vt
12687,8250,2013,volkswagen,cc,excellent,9000.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,fl
6497,10995,2004,nissan,tita,excellent,134798.0,8 cylinders,gas,clean,automatic,4wd,truck,grey,ca
3154,8995,2012,nissan,rogu,excellent,100037.0,4 cylinders,gas,clean,automatic,fwd,SUV,red,ca
27927,13900,2016,volkswagen,egol,excellent,19400.0,other,electric,clean,other,fwd,hatchback,blue,mn
42996,9977,2008,jeep,libe,excellent,104104.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,or
35956,6000,1995,ford,f350,fair,115000.0,8 cylinders,gas,clean,automatic,rwd,truck,white,ny
33025,8500,2008,infiniti,g37,excellent,131400.0,6 cylinders,gas,salvage,automatic,rwd,coupe,black,nj
14564,10370,2013,nissan,alti,excellent,86337.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,fl
31935,5995,2006,toyota,sien,good,182101.0,6 cylinders,gas,clean,automatic,fwd,van,blue,ne
50778,9895,2014,jeep,comp,excellent,93115.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,vt
39476,7995,2009,infiniti,g37s,excellent,117285.0,6 cylinders,gas,clean,automatic,4wd,sedan,blue,oh
51264,6990,2013,ford,focu,excellent,58880.0,4 cylinders,gas,clean,automatic,fwd,hatchback,red,vt
22114,20990,2010,ram,2500,good,121850.0,8 cylinders,gas,clean,automatic,4wd,truck,black,ky
38957,8500,2013,volkswagen,cc,excellent,102458.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,oh
12066,14995,2018,chevrolet,trax,excellent,20033.0,4 cylinders,gas,clean,automatic,fwd,SUV,white,fl
25137,7999,2014,dodge,gran,good,154191.0,6 cylinders,gas,clean,automatic,fwd,mini-van,blue,mi
55033,21900,2009,chevrolet,expr,good,100851.0,8 cylinders,gas,clean,other,rwd,van,black,wi
30880,7650,1997,jaguar,vand,excellent,115200.0,6 cylinders,gas,clean,automatic,rwd,sedan,custom,nc
15725,10000,2012,honda,civi,good,88426.0,4 cylinders,gas,clean,automatic,fwd,coupe,silver,hi
32066,9579,2009,mercedes-benz,e550,excellent,107002.0,8 cylinders,gas,clean,automatic,rwd,sedan,custom,nv
29274,8995,2015,chrysler,200,excellent,121093.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,mt
44628,14500,2016,ford,taur,excellent,75809.0,8 cylinders,gas,clean,automatic,rwd,sedan,white,pa
4939,7495,2005,toyota,camr,excellent,63956.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ca
21212,6000,2011,chevrolet,cruz,excellent,144079.0,4 cylinders,gas,clean,automatic,fwd,sedan,custom,ks
42846,7650,2009,audi,a44w,excellent,131000.0,4 cylinders,gas,clean,automatic,4wd,sedan,black,or
55534,13995,2011,chevrolet,silv,good,223470.0,8 cylinders,gas,clean,automatic,4wd,truck,white,wi
12181,18700,2012,ford,f150,excellent,137397.0,8 cylinders,gas,clean,automatic,rwd,pickup,black,fl
42413,13999,2012,toyota,sien,excellent,103612.0,6 cylinders,gas,clean,automatic,fwd,mini-van,grey,or
49061,11999,2020,hyundai,velo,excellent,10515.0,4 cylinders,gas,clean,automatic,rwd,coupe,red,tx
18247,6500,1992,chevrolet,silv,good,160000.0,8 cylinders,gas,clean,automatic,rwd,pickup,custom,in
27805,8495,2013,audi,a4,good,147302.0,4 cylinders,gas,clean,automatic,4wd,sedan,black,mn
5134,10800,2014,toyota,camr,like new,119.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,ca
11272,7990,2007,mercedes-benz,ecla,excellent,134610.0,6 cylinders,gas,clean,automatic,4wd,wagon,blue,dc
15153,9500,2014,hyundai,sona,excellent,128642.0,4 cylinders,gas,clean,automatic,rwd,truck,red,fl
15277,6999,2006,toyota,camr,like new,120408.0,6 cylinders,gas,clean,automatic,fwd,sedan,white,ga
4911,7975,2009,nissan,maxi,excellent,147000.0,6 cylinders,gas,clean,automatic,fwd,sedan,white,ca
18439,12900,2011,ford,expe,excellent,137051.0,8 cylinders,gas,clean,automatic,rwd,SUV,grey,in
16114,14995,2011,lexus,rx35,like new,146234.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,id
31483,5950,2006,buick,lacr,good,138887.0,6 cylinders,gas,clean,automatic,fwd,sedan,red,nc
23281,6500,2015,subaru,lega,excellent,232100.0,4 cylinders,gas,clean,automatic,4wd,sedan,custom,md
28081,10699,2011,lincoln,mkz,excellent,80634.0,6 cylinders,gas,clean,automatic,4wd,sedan,white,mn
33633,7495,2011,dodge,gran,good,145209.0,6 cylinders,gas,clean,automatic,fwd,van,black,nj
45038,7795,2006,toyota,sequ,excellent,204000.0,8 cylinders,gas,clean,automatic,4wd,SUV,white,pa
46194,9999,2012,hyundai,sona,excellent,199100.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,sc
45417,11995,2015,toyota,aval,like new,154000.0,6 cylinders,gas,clean,automatic,fwd,sedan,silver,ri
2174,9400,2013,ford,edge,good,134900.0,6 cylinders,gas,clean,automatic,fwd,SUV,red,ar
16413,14448,2014,honda,acco,excellent,96927.0,4 cylinders,gas,clean,automatic,fwd,coupe,blue,id
45184,7995,2008,volkswagen,gtic,excellent,118526.0,4 cylinders,gas,clean,automatic,fwd,hatchback,grey,ri
31155,8500,2014,ford,esca,good,161660.0,4 cylinders,gas,clean,automatic,fwd,SUV,white,nc
26864,6350,2009,saturn,aura,excellent,81000.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,mi
33801,7875,2010,hyundai,sant,excellent,122575.0,6 cylinders,gas,clean,automatic,4wd,SUV,blue,nj
53887,10990,2012,chevrolet,equi,excellent,147163.0,4 cylinders,gas,clean,automatic,4wd,SUV,silver,wi
53175,17950,2012,ford,econ,excellent,127166.0,8 cylinders,gas,clean,automatic,rwd,truck,white,wa
25764,18995,2017,volkswagen,jett,excellent,43406.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,mi
22655,12400,2013,toyota,camr,excellent,97299.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,la
46541,7000,2008,honda,acco,good,167941.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,tn
47424,6300,2005,bmw,325x,like new,97817.0,6 cylinders,gas,clean,automatic,4wd,sedan,grey,tn
11062,20995,2018,toyota,rav4,excellent,46000.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,dc
25222,6995,2014,ford,focu,excellent,105000.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,mi
3136,16700,2013,nissan,fron,excellent,169972.0,6 cylinders,gas,clean,automatic,4wd,pickup,grey,ca
13154,16999,2017,dodge,gran,excellent,48232.0,6 cylinders,gas,clean,automatic,rwd,van,black,fl
12692,17990,2013,toyota,taco,excellent,100163.0,4 cylinders,gas,clean,automatic,rwd,pickup,brown,fl
38430,17400,2014,toyota,venz,excellent,77500.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,oh
19983,21750,2017,ram,1500,excellent,125500.0,6 cylinders,gas,clean,automatic,4wd,truck,grey,ia
51081,14900,2014,audi,a420,like new,53900.0,4 cylinders,gas,clean,automatic,4wd,sedan,grey,vt
43277,11500,2015,mazda,6,good,57400.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,pa
29982,13995,2003,chevrolet,silv,excellent,157386.0,8 cylinders,gas,clean,automatic,4wd,truck,black,nc
41211,5999,2012,ford,fusi,good,186607.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ok
35006,6450,2011,nissan,sent,good,80244.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ny
41639,18999,2008,gmc,sier,excellent,136435.0,8 cylinders,gas,clean,automatic,4wd,pickup,red,or
32988,19995,2012,nissan,ud26,good,53000.0,6 cylinders,diesel,clean,automatic,rwd,truck,white,nj
14488,12800,2011,ford,f350,good,211000.0,8 cylinders,gas,clean,automatic,rwd,truck,white,fl
38235,16995,2014,ford,flex,like new,84787.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,nd
38004,14995,2014,volvo,xc90,good,119376.0,6 cylinders,gas,clean,automatic,fwd,SUV,white,nh
39621,16971,2017,subaru,fore,excellent,80021.0,4 cylinders,gas,clean,automatic,4wd,SUV,blue,oh
2328,15200,2017,chevrolet,mali,like new,37500.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,ar
34224,13375,2017,chevrolet,trax,excellent,72316.0,4 cylinders,gas,clean,automatic,fwd,SUV,blue,nm
8962,19590,2015,chrysler,3003,good,71508.0,6 cylinders,gas,clean,other,rwd,sedan,white,co
36109,12800,2013,subaru,outb,excellent,78458.0,4 cylinders,gas,clean,automatic,4wd,wagon,blue,ny
41828,8995,2013,subaru,lega,good,171495.0,4 cylinders,gas,clean,automatic,4wd,wagon,red,or
12208,7500,2002,gmc,sava,excellent,190000.0,8 cylinders,gas,clean,automatic,rwd,truck,white,fl
15302,7499,2012,mazda,6,excellent,125200.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ga
3624,20000,2005,ram,2500,good,126000.0,8 cylinders,gas,clean,automatic,4wd,truck,grey,ca
11335,6250,2008,nissan,alti,good,91049.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,dc
40427,9500,2001,chevrolet,silv,good,99000.0,8 cylinders,gas,clean,automatic,4wd,pickup,silver,oh
39479,6499,2013,nissan,alti,good,131145.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,oh
53150,6950,2010,mini,coop,excellent,109000.0,4 cylinders,gas,clean,manual,fwd,mini-van,custom,wa
54490,6199,2010,chevrolet,coba,good,111321.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,wi
15726,14000,2005,toyota,taco,excellent,139000.0,6 cylinders,gas,clean,automatic,rwd,pickup,silver,hi
24710,8900,2016,kia,fort,good,71914.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ma
40723,8995,2007,chevrolet,taho,excellent,195477.0,8 cylinders,gas,clean,automatic,rwd,SUV,red,ok
42132,12999,2005,bmw,645c,excellent,118115.0,8 cylinders,gas,clean,automatic,rwd,convertible,silver,or
36924,11995,2009,honda,acco,excellent,37269.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ny
54488,7200,2013,ford,focu,excellent,99000.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,wi
38340,7800,2013,hyundai,sona,excellent,116650.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,oh
9961,7999,2013,hyundai,elan,excellent,110090.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,co
46387,6500,2008,bmw,328i,good,127000.0,6 cylinders,gas,clean,automatic,rwd,sedan,black,sd
31669,22590,2012,dodge,chal,good,56075.0,8 cylinders,gas,clean,other,rwd,coupe,black,nc
16599,9500,2006,subaru,baja,good,143000.0,4 cylinders,gas,clean,manual,4wd,sedan,blue,id
28447,8000,2004,ford,f550,good,192000.0,8 cylinders,diesel,clean,manual,rwd,truck,blue,ms
38943,14500,2013,bmw,5ser,excellent,118186.0,8 cylinders,gas,clean,automatic,rwd,sedan,black,oh
50382,14000,2012,toyota,tund,excellent,177000.0,8 cylinders,gas,clean,automatic,4wd,pickup,silver,tx
13294,5850,2008,chrysler,sebr,like new,146265.0,6 cylinders,gas,clean,automatic,fwd,convertible,white,fl
37359,8500,2010,gmc,sier,good,160270.0,8 cylinders,gas,clean,automatic,4wd,truck,blue,ny
35444,5995,2007,honda,crvl,good,144000.0,4 cylinders,gas,clean,automatic,4wd,SUV,blue,ny
49096,13995,2013,cadillac,srx,excellent,115159.0,6 cylinders,gas,clean,automatic,fwd,SUV,white,tx
8675,20997,2013,ford,f150,excellent,115836.0,6 cylinders,gas,clean,automatic,rwd,pickup,white,ca
8854,8838,2012,mazda,mazd,good,125167.0,4 cylinders,gas,clean,automatic,fwd,hatchback,silver,ca
23856,5995,2011,nissan,rogu,like new,129000.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,ma
25779,5995,2013,chrysler,200,good,93010.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,mi
10210,12747,2012,buick,encl,good,130570.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,co
31149,9999,2007,toyota,sequ,good,106.0,6 cylinders,gas,rebuilt,automatic,4wd,SUV,white,nc
10678,12500,2013,honda,acco,excellent,97998.0,4 cylinders,gas,salvage,automatic,fwd,sedan,black,ct
399,11480,2017,hyundai,elan,excellent,65955.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,al
14188,14999,2013,jeep,wran,like new,139000.0,6 cylinders,gas,clean,automatic,4wd,truck,silver,fl
15286,19900,2012,chevrolet,aval,excellent,145037.0,8 cylinders,gas,clean,automatic,rwd,truck,black,ga
39835,9450,2013,ford,edge,excellent,114000.0,6 cylinders,gas,clean,automatic,fwd,SUV,black,oh
10476,10995,2018,nissan,alti,excellent,43092.0,4 cylinders,gas,rebuilt,automatic,fwd,other,silver,ct
35045,10995,2012,cadillac,cts,excellent,71000.0,6 cylinders,gas,clean,automatic,rwd,sedan,black,ny
14865,22164,2018,dodge,chal,like new,37567.0,6 cylinders,gas,clean,automatic,rwd,coupe,red,fl
31035,17427,2017,honda,civi,excellent,48393.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,nc
3570,8400,2001,chevrolet,silv,good,166650.0,8 cylinders,gas,clean,automatic,rwd,pickup,blue,ca
4609,14995,2011,ford,expl,good,77597.0,6 cylinders,gas,clean,automatic,fwd,other,silver,ca
5388,8313,2013,nissan,alti,excellent,169195.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ca
45790,13900,2011,ram,1500,excellent,32000.0,6 cylinders,gas,clean,automatic,rwd,pickup,grey,sc
54004,9495,2015,chevrolet,mali,good,74087.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,wi
19590,15900,2012,mercedes-benz,benz,excellent,97623.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,ia
49218,6500,2008,ford,expl,excellent,177316.0,6 cylinders,gas,clean,automatic,rwd,SUV,black,tx
24683,11995,2013,ford,taur,like new,128000.0,6 cylinders,gas,clean,automatic,4wd,sedan,black,ma
18010,17995,2010,chevrolet,expr,excellent,21970.0,8 cylinders,gas,clean,automatic,rwd,van,white,il
45640,11500,2009,mercedes-benz,s550,excellent,118555.0,8 cylinders,gas,clean,automatic,rwd,sedan,white,sc
16700,5995,2006,subaru,impr,excellent,177000.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,id
27221,19995,2012,ford,f150,excellent,153006.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,mn
41385,6000,1999,ford,f150,excellent,223242.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,or
13539,18995,2013,chevrolet,silv,good,192669.0,8 cylinders,gas,clean,automatic,rwd,truck,grey,fl
18937,7499,2015,chevrolet,mali,good,136944.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,in
55223,10400,2010,acura,rdxs,good,96000.0,4 cylinders,gas,clean,automatic,4wd,SUV,red,wi
7920,11338,2014,ford,fusi,good,101905.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,ca
27357,16000,2017,toyota,coro,like new,37700.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,mn
4384,9995,2009,honda,acco,like new,112065.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ca
36786,6800,2011,honda,civi,excellent,70000.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ny
43579,18995,2016,ford,f150,like new,113470.0,8 cylinders,gas,clean,automatic,rwd,pickup,white,pa
33213,13995,2013,ford,f150,excellent,182507.0,6 cylinders,gas,clean,automatic,4wd,pickup,white,nj
11941,13878,2014,cadillac,atss,like new,76561.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,fl
49354,19999,2013,bmw,5ser,excellent,88000.0,6 cylinders,gas,clean,automatic,4wd,SUV,custom,tx
11911,10700,2005,jeep,wran,excellent,103000.0,4 cylinders,gas,clean,manual,4wd,SUV,white,fl
34575,22900,2014,mercedes-benz,ecla,excellent,53551.0,6 cylinders,gas,clean,automatic,4wd,sedan,white,ny
30419,6590,2008,volkswagen,jett,excellent,71000.0,5 cylinders,gas,clean,automatic,fwd,sedan,grey,nc
27294,11999,2015,jeep,patr,excellent,70000.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,mn
44815,14995,2006,lincoln,mark,excellent,86400.0,8 cylinders,gas,clean,automatic,4wd,truck,custom,pa
10465,8996,2010,honda,acco,excellent,114742.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ct
47895,8995,2004,lexus,rx33,like new,117138.0,6 cylinders,gas,clean,automatic,4wd,SUV,blue,tx
19312,9900,2013,ford,fusi,good,96903.0,4 cylinders,gas,clean,automatic,fwd,sedan,purple,ia
36498,19500,2014,lexus,rx35,excellent,75426.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,ny
11915,18250,2013,bmw,335i,excellent,89900.0,6 cylinders,gas,clean,automatic,rwd,sedan,white,fl
38131,14490,2008,jeep,wran,excellent,103970.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,nd
6434,20400,2019,subaru,lega,excellent,23687.0,4 cylinders,gas,clean,automatic,4wd,sedan,black,ca
54821,14995,2011,mercedes-benz,benz,like new,85027.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,wi
50857,14488,2017,chevrolet,cruz,like new,48772.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,vt
2463,13975,2013,ford,expl,excellent,161000.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,ca
1422,10900,2012,ford,f250,good,207603.0,8 cylinders,gas,clean,automatic,rwd,pickup,white,az
33889,8950,2014,jeep,patr,excellent,119600.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,nm
38303,18255,2018,hyundai,kona,excellent,13343.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,oh
25244,15950,2015,jeep,rene,like new,60461.0,4 cylinders,gas,clean,automatic,4wd,SUV,orange,mi
29570,20000,2005,ram,2500,good,174600.0,6 cylinders,diesel,clean,automatic,4wd,truck,white,mt
43411,8950,2010,hyundai,tucs,like new,114000.0,4 cylinders,gas,clean,automatic,fwd,SUV,silver,pa
13396,5995,2007,nissan,xter,good,160000.0,6 cylinders,gas,clean,automatic,rwd,SUV,black,fl
30950,16995,2017,toyota,camr,excellent,67930.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,nc
42953,8000,2011,kia,soul,excellent,111100.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,or
22921,18000,2017,subaru,lega,excellent,29500.0,4 cylinders,gas,clean,automatic,4wd,sedan,black,me
24212,9900,2011,chevrolet,equi,excellent,94881.0,4 cylinders,gas,clean,automatic,4wd,SUV,silver,ma
19534,11995,2012,chevrolet,trav,good,110200.0,6 cylinders,gas,clean,automatic,4wd,SUV,grey,ia
28568,19873,2013,ford,f150,excellent,121079.0,8 cylinders,gas,clean,automatic,4wd,pickup,yellow,ms
51961,6995,2009,nissan,mura,excellent,113931.0,6 cylinders,gas,clean,automatic,4wd,SUV,grey,va
37539,8500,1995,ford,bron,good,190000.0,8 cylinders,gas,clean,automatic,4wd,truck,black,ny
29232,15990,2010,chevrolet,subu,excellent,155828.0,8 cylinders,gas,clean,automatic,4wd,SUV,white,mt
38532,10988,2012,hyundai,sona,good,74599.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,oh
34545,8995,2013,toyota,priu,excellent,116201.0,4 cylinders,hybrid,clean,automatic,fwd,hatchback,silver,ny
48840,7900,2010,toyota,camr,excellent,114093.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,tx
1703,9999,2007,ram,1500,good,123098.0,8 cylinders,gas,clean,automatic,rwd,truck,white,az
10393,22500,2011,ford,f150,excellent,154000.0,8 cylinders,gas,clean,automatic,fwd,pickup,black,ct
24955,6950,2014,ford,focu,excellent,118.0,4 cylinders,gas,clean,automatic,fwd,hatchback,white,ma
29939,6300,2010,honda,odys,good,227000.0,6 cylinders,gas,clean,automatic,fwd,mini-van,silver,nc
44763,7950,2008,chrysler,town,like new,100200.0,6 cylinders,gas,clean,automatic,fwd,mini-van,silver,pa
25687,6500,2005,chevrolet,aval,excellent,178517.0,8 cylinders,gas,clean,automatic,4wd,truck,white,mi
14971,6595,2007,jeep,gran,excellent,118089.0,8 cylinders,gas,clean,automatic,rwd,SUV,silver,fl
21992,5900,2008,honda,odys,excellent,184720.0,6 cylinders,gas,clean,automatic,fwd,mini-van,red,ky
37931,21900,2014,chevrolet,silv,excellent,143740.0,8 cylinders,gas,clean,automatic,4wd,truck,brown,nh
18303,8500,1997,jeep,wran,excellent,110000.0,4 cylinders,gas,clean,manual,4wd,SUV,custom,in
536,11950,2009,chevrolet,1500,good,179935.0,8 cylinders,gas,clean,automatic,4wd,pickup,black,al
41333,13950,2009,mercedes-benz,benz,excellent,159000.0,8 cylinders,gas,clean,automatic,4wd,sedan,black,ok
33975,6850,2012,hyundai,sant,excellent,150000.0,6 cylinders,gas,clean,automatic,fwd,SUV,silver,nm
50203,13888,2014,ford,focu,excellent,94338.0,4 cylinders,gas,clean,manual,fwd,hatchback,silver,tx
41471,8600,2008,toyota,rav4,good,117000.0,6 cylinders,gas,missing,automatic,fwd,SUV,blue,or
21430,9500,2010,ford,f150,excellent,193000.0,8 cylinders,gas,rebuilt,automatic,rwd,truck,black,ks
19858,12900,2008,toyota,tund,good,201143.0,8 cylinders,gas,clean,automatic,4wd,truck,silver,ia
42561,6995,2012,chrysler,200,excellent,121210.0,4 cylinders,gas,clean,automatic,fwd,convertible,silver,or
18233,7380,2009,subaru,trib,good,119564.0,6 cylinders,gas,clean,automatic,4wd,wagon,grey,in
27271,12500,1998,ford,must,excellent,71800.0,8 cylinders,gas,clean,manual,rwd,convertible,black,mn
29862,8900,2013,hyundai,gene,good,137000.0,8 cylinders,gas,clean,automatic,rwd,sedan,custom,nc
1618,14995,1999,chevrolet,taho,good,135797.0,8 cylinders,gas,clean,automatic,4wd,truck,white,az
26115,17190,2012,lexus,is25,like new,85858.0,6 cylinders,gas,clean,automatic,4wd,sedan,white,mi
34500,6995,2011,buick,luce,excellent,85000.0,6 cylinders,gas,rebuilt,automatic,fwd,sedan,white,ny
48468,5995,2012,honda,acco,good,112500.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,grey,tx
37330,10995,2014,ford,esca,good,87803.0,4 cylinders,gas,clean,automatic,4wd,SUV,green,ny
4613,10000,2001,ford,f350,fair,250000.0,8 cylinders,diesel,clean,automatic,4wd,truck,red,ca
9141,9950,2011,mercedes-benz,benz,excellent,134553.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,co
42424,8899,2014,nissan,rogu,excellent,102048.0,4 cylinders,gas,clean,automatic,fwd,SUV,white,or
24534,5999,2013,hyundai,sona,good,179000.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,ma
1438,10380,2007,ram,1500,good,193132.0,8 cylinders,gas,clean,automatic,rwd,truck,red,az
37063,14200,2016,nissan,rogu,like new,67143.0,4 cylinders,gas,lien,automatic,4wd,SUV,grey,ny
28376,6495,2008,chrysler,paci,excellent,128363.0,6 cylinders,gas,clean,automatic,fwd,SUV,blue,mn
54180,11895,2014,mazda,mazd,excellent,60291.0,4 cylinders,gas,clean,automatic,fwd,hatchback,white,wi
24452,14995,2016,subaru,fore,excellent,59000.0,4 cylinders,gas,rebuilt,automatic,4wd,SUV,green,ma
